crawlid,url,userinfo,message,pros,cons,title,make,model
3113,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","7 ","I love my 2011 Ford edge 
","Idislike Ford sync technology, my system went black for no reason, could,t work the radi or anything.Upset the price i pay and sync acting up! 
","Nice truck overall by An MSN Autos Consumer on 03/24/2012. Trim: 2011 Ford Edge SEL FWD, Owned 1 year. Useful? ","2011 Ford",Edge
3114,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y al marks","car has great loolsim happy with ride ,but to spend 3000. dollars on a option and not work ,and no satifaction, ","look good ride is good 
","my touch is the worst option,car has been in service 10 times ,ford has paid me 200.00 to buy a navy system, .my touch canot be fixed till may of 2012 car is in my garage for 6 months, waiting for a new program. test a new 2012 same problem,they still sell the 2012 car knowing of the problem if car is not fixed by may off2012 ,i will start actions for a buy back . leather seats were changed twice because of poor leather 
","looks great ford customer service poor by al marks on 03/18/2012. Trim: 2011 Ford Edge Limited AWD, Owned 2 years. Useful? ","2011 Ford",Edge
3115,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y MotorCity Girl in Texas","Love this car. Plan on keeping it for a long time. As a person in mid-life - I keep looking at my husband and saying:"" Remember when we got excited about cars having radios?"" I am a busy person who now and then forgets to LOOK when backing up. Now with my back-up cam I have no excuses. The clarity of the back up cam at night is amazing. My SEL has some extras on it and for me it is just a killer car. This is my first pearl white vehicle and so far, between the light color and the privacy windows it does a lot to keep the interior cooler ( in Texas ) when it is parked. I also never had the Sirius radio system before and those of you who have it know how great this is ,especially for a road trip. No more scrambling for stations as you go down the road. Plenty of interior space - the foreign cars just can't compare with this. The color reminds me of a glacier. Interior is nicely styled with USB ports for all that need them. Way, way,way beyond a car with a radio? ","This is a new age in vehicles. The SYNC system and back-up camera are amazing. Not having to fool with knobs while you are driving is awesome. Love to show the SYNC system off to my friends. The car is rock solid and comfortable. Drove it 2600 miles over Christmas and we felt like we were sitting in our living room. Has USB ports for all devices. Ran my laptop off of the car's power source. Even up loaded some pictures with my name and phone number to my dashboard. Sound system is killer. Car handles well and is easy on gas for a car this big and heavy. Best MPG I have ever gotten in an SUV. And the rear privacy windows help keep the car cooler and also -people can't see your ""stuff""! 
","A couple of minor glitches with the SYNC - but nothing major. Would like just a touch more padding in the seats. SYNC directions needs more work - but SYNC traffic does appear to work well. Another con - I did nearly run off the road one day messing with the SYNC system ( when the car was NEW) while driving. Old adage - no mater how much fun the SYNC system is - keep your eyes on the Road ! 
","My ""Ice Queen"" Edge by MotorCity Girl in Texas on 03/17/2012. Trim: 2011 Ford Edge SEL FWD, Owned 1 year. Useful? ","2011 Ford",Edge
3116,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Estelle in Everett","I purchased this vehicle for the same price as a honda CRV LX fwd. It's so much nicer than the honda and I feel safe in it. Very smooth and comfortable and great economy to boot. ","Love the room in this suv. Everybody has tons of room. Even fit a sofa inside for a friend.Totally amazed by the mpgs. I drive mostly city and average 22 to 24mpgs. Didn't get the sync, so no probs at all. 
","Wish you could get accesories al a carte. Just wanted fog lights, not the jump to SEL trim level. (Not a fan of all the tech-stuff) otherwise this Edge is perfect for me :-) 
","Perfect SUV/CUV for the money! by Estelle in Everett on 01/21/2012. Trim: 2011 Ford Edge SE FWD, Owned 1 year. Useful? ","2011 Ford",Edge
3117,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Hugh northern Michigan","I traded a o9 explorer for the edge and actually feel i gained some interior room and a lot more style for me. A little shorter but I wont miss the few inches. ","style and all the bells and whistles 
","Overall ride is very nice just think the low profile tires make the ride a little stiffer on bumpy surface's. I live on dirt road and accumulation of dirt and dust on back window is excessive, helped a lot to add ground strap to rear of vehicle. 
","best i ever owned by Hugh northern Michigan on 01/16/2012. Trim: 2011 Ford Edge Limited AWD, Owned 1 year. Useful? ","2011 Ford",Edge
3118,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y bgg","buy it, you'll love it ","everything, the ride, the look, synching with my phone, comfort, ride 
","I scraped one of my wheels on brick curbing and it turns out that they are chrome over plastic which is molded to the wheel. I have scuffs and cracks and a new wheel is $399! 
","my edge by bgg on 01/09/2012. Trim: 2011 Ford Edge Limited AWD, Owned 1 year. Useful? ","2011 Ford",Edge
3119,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y riggarob","I don't regret buying this vehicle at all, and recommend it to anyone. ","Everything. Fit, finish, comfort and style. The chrome 20's just pull everything together. 
","That crazy Micro$oft Sync system. I didn't even reg. mine after I read the EULA. They can do ANYTHING they want w/your cell calls, texts, and all other info they gather on you. Oh, and they can change the terms and conditions any time they want, WITHOUT TELLING YOU !! It's almost as creepy as OnStar ! If you include the Gov'mt, I've got enuf people watching out for my best interests. (Yes, I'm being facetious !!) 
","You can now remove the Fix Or Repair Daily moniker from Ford. by riggarob on 10/07/2011. Trim: 2011 Ford Edge Limited AWD, Owned less than 1 year. Useful? ","2011 Ford",Edge
3120,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Lady Bug","Love My FORD EDGE 2011 ","Everything just put 2800 miles on my Edge on a long trip up North and back. Four people in the Edge. Average 24 miles a gallon.Comfort, handling Great Vehicle. 
","Emergency button touchy... 
","""The Ultimate EDGE"" by Lady Bug on 09/22/2011. Trim: 2011 Ford Edge Limited FWD, Owned less than 1 year. Useful? ","2011 Ford",Edge
3121,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Digger","Check out all your options on cars of this style. ","Like the trim package, and enjoy the panaramic roof. Fuel economy is average. Parts of the Sync package works as advertised. 
","Voice activation for Sync navigation does not work properly. Exterior finish is not good. Noisier than expected in the back seat in a car of this advertised caliber. 
","Alotta Average by Digger on 09/06/2011. Trim: 2011 Ford Edge SEL FWD, Owned less than 1 year. Useful? ","2011 Ford",Edge
3122,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Just a all ariund great vec.","Best SUV style vec. I have owned. ","Great in all areas 
","Nothing 
","Best all around by Just a all ariund great vec. on 08/23/2011. Trim: 2011 Ford Edge SEL AWD, Owned less than 1 year. Useful? ","2011 Ford",Edge
3123,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","FIVE STARS ON FIVE ","NOT LIKE THE OTHERS SUV ITS REALLY THE BEST. ITS DIFFERENT ITS REALLY AN EDGE 
","THE PRICE 
","IT IS THE EDGE by An MSN Autos Consumer on 08/16/2011. Trim: 2011 Ford Edge Sport AWD, Owned less than 1 year. Useful? ","2011 Ford",Edge
3124,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Ams","Great vehicle. Great price. I have NO REGRETS getting this vehicle. And just in time before they discontinued the very beautiful Kona Blue. ","Everything! After having 5 Explorers and one 2003 DG Carvan, the Edge is a breath of fresh air. It has the best of both vehicles: features at my fingertips (Caravan) and gas mileage (est 22mpg) but the sportiness of an Explorer w/o the gas burden. I have MFT, Sync, Sirus XM, rear-view camera and 18"" wheels. 
","My BlackBerry Storm has issues streaming audio. I can't use the USB like I do to w/my laptop; it's not recognized by Sync. But it's only a streaming issue; no phone issues at all. I'll just have to suffer until I get a Droid in November. The tech guy at the dearlership said Droids were most compatitible for Sync (iPod and BlackBerry's not so much). Unlike others, I am NOT having any Sync or Hazzard button issues. I purchased my Edge in June and therefore had the latest Sync release. It was worth the wait. 
","What's not to love?!? by Ams on 08/06/2011. Trim: 2011 Ford Edge SEL AWD, Owned less than 1 year. Useful? ","2011 Ford",Edge
3125,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Iowa Edge lover","So far very happy with the Edge. It has been trouble free and have only had it back to dealership once for computer upgrade. ","Second Edge we've owned (2007 Edge SEL Plus AWD). Sport styling is a head turner and people speed up or slow down to see what kind of vehicle it is. All controls are easily in reach or operated by voice command. Plenty of storage and leg and head room. Edge had no problem dealing with the Iowa winter. Safety options are well worth it. Wife loves the back up camera and blind spot indicators are great when in traffic. No problem at all accelerating into traffic or handling the curves on ramps and winding roads. Love it 
","Ride is a bit stiffer than the Limited or the SEL due to the sport handling package and low profile tires 
","2011 Edge Sport AWD by Iowa Edge lover on 07/02/2011. Trim: 2011 Ford Edge Sport AWD, Owned less than 1 year. Useful? ","2011 Ford",Edge
3126,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Go UofM Tigers!","Would recommend anyone looking @ crossovers need to try this American Beauty ","This is our families 2nd Edge (2008 Limited), the 2011 Limited is all round a better car. Ride, seats very comfortable, interior styling far more elegant. Looked at all the crossovers, this is the closets to perfect. 
","Have had problems with syncing with Samsung Galaxy - I'm not sure it's not the Samsung - but have learned how to re-sync. 
","Best Crossover! by Go UofM Tigers! on 06/18/2011. Trim: 2011 Ford Edge Limited FWD, Owned less than 1 year. Useful? ","2011 Ford",Edge
3127,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Martedge from NY","Definitley would recommend the Edge to anyone who's looking for an alternative to import crossovers. Would hope Ford get's with Micro Soft to get the kinks out of mytouch, becasue this is truly a wonderful feature. ","Ride, Styling, great interior space, very comfortitable, and decent gas milage, avg. 21.8 mpg local/hgwy driving. I have drove approx 5500 miles now, and love everyone of them. Ford has made me a believer in them, and would probably continue staying in the Ford family for years to come. 
","Sync is not perfect, controlls have some issues as well, especially the hazard switch, very easy to set it off. 
","An American success story. by Martedge from NY on 06/01/2011. Trim: 2011 Ford Edge SEL FWD, Owned less than 1 year. Useful? ","2011 Ford",Edge
